Unnamed: 0,ID,label_odm,train_val_predict,src,URL
37,12157,od,val,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/588_0004CL0D.png
38,12158,od,val,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/587_0002CR0D.png
39,12159,macula,val,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/586_0001CR0D.png
40,12742,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0092.jpg
41,12708,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0134.jpg
42,12707,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0135.jpg
43,12698,od,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0145.jpg
44,12697,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0147.jpg
45,12692,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0152.jpg
46,12657,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0191.jpg
47,12645,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0210.jpg
48,12643,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0212.jpg
49,12642,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0213.jpg
50,12641,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0214.jpg
51,12640,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0215.jpg
52,12639,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0216.jpg
53,12625,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0233.jpg
54,12615,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0247.jpg
55,12614,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0248.jpg
56,12613,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0249.jpg
57,12611,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0251.jpg
58,12610,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0252.jpg
59,12608,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0254.jpg
60,12607,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0255.jpg
61,12606,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0256.jpg
62,12603,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0260.jpg
63,12601,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0262.jpg
64,12599,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0264.jpg
65,12598,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0265.jpg
66,12597,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0266.jpg
67,12596,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0267.jpg
68,12595,macula,val,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0268.jpg
69,11989,null-centered,val,CTEH,http://192.168.0.19:8042/instances/8301edf5-4dc57da4-87381d04-1cd20822-09736e31/preview
70,11979,null-centered,val,CTEH,http://192.168.0.19:8042/instances/b6c999fd-1f95ec55-28ae5dbc-d69b8751-e0ff0a6c/preview
72,11955,null-centered,val,CTEH,http://192.168.0.19:8042/instances/492bd768-08e21891-4fcf00c2-e1706f2e-d5d2fe41/preview
73,11956,null-centered,val,CTEH,http://192.168.0.19:8042/instances/6b705deb-b86ba077-87dc4163-03ba6cb2-23c91637/preview
74,11940,macula,val,CTEH,http://192.168.0.19:8042/instances/e9339314-1bede3fc-8cb0a924-5b6f40f8-0d769133/preview
75,11924,null-centered,val,CTEH,http://192.168.0.19:8042/instances/7e38e943-ad1b5cfa-6c7f77a3-8a6ec2a7-27efc039/preview
76,11902,null-centered,val,CTEH,http://192.168.0.19:8042/instances/74eb6ba7-b7496af5-33ea0b1a-94971a6b-afba8a84/preview
77,11894,od,val,CTEH,http://192.168.0.19:8042/instances/efd2d8b7-a8c6ddc2-facbfde4-ba50fdc6-054052fa/preview
78,11888,null-centered,val,CTEH,http://192.168.0.19:8042/instances/15ede12b-c09c244b-0dda1ba3-e5649670-c69d3031/preview
79,11871,null-centered,val,CTEH,http://192.168.0.19:8042/instances/2028df9e-2d06f0be-961e1a8c-85477a72-d0803493/preview
80,11867,null-centered,val,CTEH,http://192.168.0.19:8042/instances/417686e2-c4fcfd1d-d8321be8-a333fe33-60eb705f/preview
81,11861,null-centered,val,CTEH,http://192.168.0.19:8042/instances/f24321f4-d611f4a4-ddaebcb3-fdf3f0c7-947cb2a0/preview
82,11857,null-centered,val,CTEH,http://192.168.0.19:8042/instances/82d74bfc-309a05c2-0d1e3238-3eb2ce21-29a9f926/preview
83,11852,macula,val,CTEH,http://192.168.0.19:8042/instances/e1ecbd75-4746f859-ae3c7f03-7a0aedae-bdb2cbb5/preview
84,11849,macula,val,CTEH,http://192.168.0.19:8042/instances/2b06133a-cdfe28af-ee556a8f-d20218a2-b8bfcaca/preview
85,11843,null-centered,val,CTEH,http://192.168.0.19:8042/instances/0d8b60f5-795a7bf8-83f68ebf-024ccbd4-7e0801fe/preview
86,11794,null-centered,val,CTEH,http://192.168.0.19:8042/instances/f47e690b-04b982a0-b5da6541-bd9b0042-ae0ca222/preview
87,11773,null-centered,val,CTEH,http://192.168.0.19:8042/instances/5128dd46-87a58ba5-e7c64ac8-3b043705-8a69bf6a/preview
88,11769,null-centered,val,CTEH,http://192.168.0.19:8042/instances/527b1f29-fa9393be-62b47ac9-301243db-4d9d8c81/preview
89,11766,null-centered,val,CTEH,http://192.168.0.19:8042/instances/18068301-bb56c463-6422248c-06a60b4a-5548ffa7/preview
90,11753,null-centered,val,CTEH,http://192.168.0.19:8042/instances/71cb57fb-10163319-481e4126-2692875a-5660c915/preview
91,11752,null-centered,val,CTEH,http://192.168.0.19:8042/instances/b2a64296-0c048184-9e3556ae-da27b6dc-20a229cc/preview
92,11751,null-centered,val,CTEH,http://192.168.0.19:8042/instances/267f2fbf-4118ef5a-2342df96-ea03e936-2314c9c5/preview
93,11750,null-centered,val,CTEH,http://192.168.0.19:8042/instances/0269faf4-fd8db533-e25ec2f9-384eb4af-4bd2e4fa/preview
94,11749,null-centered,val,CTEH,http://192.168.0.19:8042/instances/69c6616f-2c8aae0b-9293d066-2a2f53d8-84a58ac2/preview
95,11748,null-centered,val,CTEH,http://192.168.0.19:8042/instances/06d52f22-a110a2c9-9fcae5e4-08f7924f-60e3b37b/preview
96,11745,macula,val,CTEH,http://192.168.0.19:8042/instances/72ecd693-f301f0f7-efbf732e-a5248b6c-4d0a709a/preview
97,11707,null-centered,val,CTEH,http://192.168.0.19:8042/instances/ea97d769-6c8040a6-250b83a2-0c56493d-bb12a04a/preview
98,11703,od,val,CTEH,http://192.168.0.19:8042/instances/1df72f7d-03515569-111fe83f-07ffe65a-d417279c/preview
99,11701,null-centered,val,CTEH,http://192.168.0.19:8042/instances/30a3465b-09fd73f9-b9b29a19-692c272a-51929784/preview
100,11699,od,val,CTEH,http://192.168.0.19:8042/instances/a725da56-bd066c2c-c109baca-e9c7f145-8f9f32ee/preview
101,11698,null-centered,val,CTEH,http://192.168.0.19:8042/instances/2277990d-c7ca3f75-cebe6c28-aef1cf02-b8d73cc9/preview
102,11696,null-centered,val,CTEH,http://192.168.0.19:8042/instances/9da21d9b-b933ccbb-04a8e92e-5f6fc4d9-a20e8efc/preview
103,11695,null-centered,val,CTEH,http://192.168.0.19:8042/instances/38c890e9-67b7b0a0-3b4dc843-a116e7c9-8c0e11f0/preview
104,11652,null-centered,val,CTEH,http://192.168.0.19:8042/instances/5659c9fb-2c19bdfd-09e1a85e-86763608-695dc8b5/preview
105,11649,od,val,CTEH,http://192.168.0.19:8042/instances/79f83c04-a5e30d4e-f79087ec-70376df1-40d2493f/preview
106,11646,macula,val,CTEH,http://192.168.0.19:8042/instances/aca8110c-15ef9045-de80dc64-a8ba96cc-42628590/preview
107,11595,null-centered,val,CTEH,http://192.168.0.19:8042/instances/478373e3-bf6490f7-438cbd04-70de4210-f190ba84/preview
108,11592,od,val,CTEH,http://192.168.0.19:8042/instances/a29d5b7e-88e1037f-2ebd13db-0f000088-e3b1d06b/preview
109,11590,null-centered,val,CTEH,http://192.168.0.19:8042/instances/b1daaa5d-a1dc83ac-95df0555-c52de258-e8d26cec/preview
110,11589,null-centered,val,CTEH,http://192.168.0.19:8042/instances/0228410a-d880d1d6-62193dd2-eca129f0-b3f028ad/preview
111,11588,null-centered,val,CTEH,http://192.168.0.19:8042/instances/e66f4764-75f175b0-9276a549-32382cdb-e20fab1f/preview
112,11587,null-centered,val,CTEH,http://192.168.0.19:8042/instances/ec72d78d-ec13d94b-e7bd7407-f68882dc-c5ac1fd0/preview
113,11586,null-centered,val,CTEH,http://192.168.0.19:8042/instances/a8a1894f-427c23bf-70336869-259830b2-853f11be/preview
114,11585,null-centered,val,CTEH,http://192.168.0.19:8042/instances/2cc148be-48bf7c63-46f1fe6b-66c79da4-d3b1f0fb/preview
115,11584,null-centered,val,CTEH,http://192.168.0.19:8042/instances/9aab627a-4f7f69db-7aec22ff-afda871c-48818802/preview
116,11583,null-centered,val,CTEH,http://192.168.0.19:8042/instances/3bbc82fd-14690fd8-719706e4-f425922f-751a7531/preview
117,11582,null-centered,val,CTEH,http://192.168.0.19:8042/instances/818fc42b-66dc5378-803d93d8-01800096-ddb948d5/preview
118,11581,macula,val,CTEH,http://192.168.0.19:8042/instances/5b52863c-f05c6f6f-4f976c0b-350bfd1c-4418d8d7/preview
119,11577,macula,val,CTEH,http://192.168.0.19:8042/instances/c4bd361e-bf920a25-72d601d8-b7d91af8-71b068d2/preview
120,11552,null-centered,val,CTEH,http://192.168.0.19:8042/instances/ccd73d9e-0288c4b2-02bd472a-7015256b-13438630/preview
121,11551,null-centered,val,CTEH,http://192.168.0.19:8042/instances/b45ea492-7fd98638-4b152437-11df74d5-c94c8d97/preview
122,11550,null-centered,val,CTEH,http://192.168.0.19:8042/instances/f1a3d85d-b4a84001-e96febdb-60e0915f-66350ca2/preview
123,11545,null-centered,val,CTEH,http://192.168.0.19:8042/instances/951c515b-dd978941-f4350e8e-482f895d-94ac25cf/preview
124,11542,null-centered,val,CTEH,http://192.168.0.19:8042/instances/7a411d6b-d617bfa3-e6c138ef-7eec78c3-3decbabc/preview
125,11541,null-centered,val,CTEH,http://192.168.0.19:8042/instances/39493cf4-2ff4f9f3-8fd65931-6281ba69-deaa7445/preview
390,11578,macula,val,CTEH,http://192.168.0.19:8042/instances/cf4473c1-7378c4f9-5f198bf1-115a5e3f-53acb076/preview
